Time,Reaction Name,iC4H10 SP,O2 SP,N2 SP,N2O SP,H2 SP,Furnace Temp SP,Reactor Temp SP,Ramp Rate SP,Number of Samples SP,Delay Time SP,Injection Offset SP,gc_stream SP,Bulk SP SP,5 SP,6 SP,iC4H10 PV,O2 PV,N2 PV,N2O PV,H2 PV,Furnace Temp PV,Reactor Temp PV,Ramp Rate PV,Number of Samples PV,Delay Time PV,Injection Offset PV,gc_stream PV,Bulk SP PV,5 PV,6 PV
Wed Feb 14 16:41:56 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,222.68136596679688,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.10000000000001,195.97018432617188,284.2226257324219,20.0,2,8,0,1,15.000250000000001,15.002,15.002
Wed Feb 14 16:42:05 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,225.94808959960938,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.10000000000001,199.10020446777344,287.5367736816406,20.0,2,8,0,1,15.000250000000001,15.0,15.001
Wed Feb 14 16:42:15 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,228.74668884277344,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08875,202.13787841796875,290.7589416503906,20.0,2,8,0,1,15.00025,15.004,14.999
Wed Feb 14 16:42:24 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,232.15419006347656,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.10374999999999,205.15647888183594,293.8540954589844,20.0,2,8,0,1,15.00025,15.001,14.999
Wed Feb 14 16:42:34 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,235.40631103515625,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.06375,0.0,74.10000000000001,208.0951690673828,297.0477600097656,20.0,2,8,0,1,14.99825,15.0,15.002
Wed Feb 14 16:42:44 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,238.66294860839844,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.09625,211.17105102539062,300.4475402832031,20.0,2,8,0,1,14.99825,15.0,15.0
Wed Feb 14 16:42:53 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,241.4529266357422,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.08500000000001,214.1604766845703,303.5293273925781,20.0,2,8,0,1,15.003250000000001,15.003,14.998
Wed Feb 14 16:43:03 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,245.07264709472656,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.0925,217.21527099609375,306.7367858886719,20.0,2,8,0,1,15.003250000000001,14.999,15.001
Wed Feb 14 16:43:12 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,248.1807098388672,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.08875,220.09950256347656,309.7264099121094,20.0,2,8,0,1,14.99925,15.003,15.001
Wed Feb 14 16:43:22 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,251.46295166015625,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.0925,223.1232452392578,312.7921447753906,20.0,2,8,0,1,14.99925,15.003,14.998
Wed Feb 14 16:43:31 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,254.57186889648438,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.0925,225.98715209960938,315.6004943847656,20.0,2,8,0,1,15.00025,14.999,15.001
Wed Feb 14 16:43:41 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,257.8087158203125,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0825,0.0,74.0925,228.98529052734375,318.4453430175781,20.0,2,8,0,1,15.00025,14.998,14.999
Wed Feb 14 16:43:50 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,260.92071533203125,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.10000000000001,231.800537109375,321.1872253417969,20.0,2,8,0,1,15.004,15.002,15.0
Wed Feb 14 16:44:00 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,263.97576904296875,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.08125,234.76315307617188,323.8850402832031,20.0,2,8,0,1,15.004,15.002,14.998
Wed Feb 14 16:44:09 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,267.2611999511719,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.10000000000001,237.55935668945312,326.5043029785156,20.0,2,8,0,1,15.00125,14.998,14.998
Wed Feb 14 16:44:19 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,270.5245361328125,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.0925,240.47105407714844,329.0636291503906,20.0,2,8,0,1,15.00125,14.998,15.001
Wed Feb 14 16:44:28 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,273.6096496582031,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.0925,243.23960876464844,331.5166320800781,20.0,2,8,0,1,15.001,15.002,15.004
Wed Feb 14 16:44:38 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,276.8632507324219,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0825,0.0,74.08125,246.12550354003906,333.6914367675781,20.0,2,8,0,1,15.001,15.001,14.999
Wed Feb 14 16:44:47 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,279.9565124511719,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.09625,248.8495635986328,336.0188903808594,20.0,2,8,0,1,14.99925,14.998,14.998
Wed Feb 14 16:44:57 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,282.9984130859375,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.10000000000001,251.62158203125,338.4377136230469,20.0,2,8,0,1,14.99925,15.003,14.999
Wed Feb 14 16:45:06 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,286.23175048828125,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0825,0.0,74.09625,254.30747985839844,340.8217468261719,20.0,2,8,0,1,15.00025,15.001,14.998
Wed Feb 14 16:45:16 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,289.302978515625,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.08875,257.1226501464844,343.1064758300781,20.0,2,8,0,1,15.00025,14.998,14.998
Wed Feb 14 16:45:25 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,292.2345275878906,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.08500000000001,259.78424072265625,345.4530334472656,20.0,2,8,0,1,15.0005,15.0,15.002
Wed Feb 14 16:45:35 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,295.62786865234375,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.09625,262.48046875,347.7761535644531,20.0,2,8,0,1,15.0005,14.998,15.002
Wed Feb 14 16:45:44 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,298.8545227050781,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.10000000000001,265.1097412109375,349.8738098144531,20.0,2,8,0,1,15.00075,14.999,14.996
Wed Feb 14 16:45:54 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,302.1101989746094,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.09625,267.85577392578125,352.2413635253906,20.0,2,8,0,1,15.00075,14.999,15.002
Wed Feb 14 16:46:03 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,305.2066650390625,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.08875,270.44097900390625,354.6626281738281,20.0,2,8,0,1,15.0,15.002,15.003
Wed Feb 14 16:46:13 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,308.2774353027344,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.06375,0.0,74.09625,273.07904052734375,356.8452453613281,20.0,2,8,0,1,15.0,14.999,15.003
Wed Feb 14 16:46:22 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,311.1885070800781,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.09625,275.6915283203125,359.0245666503906,20.0,2,8,0,1,14.99925,15.0,15.002
Wed Feb 14 16:46:32 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,314.76544189453125,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.09625,278.2931823730469,360.8816223144531,20.0,2,8,0,1,14.99925,15.002,15.0
Wed Feb 14 16:46:41 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,317.84967041015625,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08875,280.8106689453125,362.8428039550781,20.0,2,8,0,1,14.99925,15.002,14.998
Wed Feb 14 16:46:51 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,320.92572021484375,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08875,283.43597412109375,364.7597961425781,20.0,2,8,0,1,14.99925,14.999,14.996
Wed Feb 14 16:47:00 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,323.83056640625,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.0925,285.912841796875,366.6593322753906,20.0,2,8,0,1,14.99975,14.999,14.998
Wed Feb 14 16:47:10 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,327.3919677734375,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.0925,288.43768310546875,368.7150573730469,20.0,2,8,0,1,14.99975,15.0,14.996
Wed Feb 14 16:47:19 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,330.4535827636719,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08875,290.8808288574219,370.7594299316406,20.0,2,8,0,1,14.9985,15.002,14.999
Wed Feb 14 16:47:29 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,333.6767272949219,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0825,0.0,74.09625,293.3580017089844,372.5345764160156,20.0,2,8,0,1,14.9985,14.998,14.998
Wed Feb 14 16:47:38 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,336.75042724609375,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08875,295.76361083984375,374.2441711425781,20.0,2,8,0,1,14.997250000000001,15.002,15.002
Wed Feb 14 16:47:47 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,339.8110656738281,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.10000000000001,298.27764892578125,375.9894104003906,20.0,2,8,0,1,14.997250000000001,15.001,15.0
Wed Feb 14 16:47:57 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,342.75048828125,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08875,300.6413879394531,377.8028869628906,20.0,2,8,0,1,15.0005,14.998,15.002
Wed Feb 14 16:48:06 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,346.1226501464844,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.0925,303.0459899902344,379.7294616699219,20.0,2,8,0,1,15.0005,14.999,15.002
Wed Feb 14 16:48:16 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,349.3721923828125,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.08875,305.3814697265625,381.4376525878906,20.0,2,8,0,1,15.0005,15.001,15.001
Wed Feb 14 16:49:41 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,377.6359558105469,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08500000000001,325.9300231933594,396.7004699707031,20.0,3,8,0,1,15.0,14.999,15.002
Wed Feb 14 16:49:50 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,380.6100158691406,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0825,0.0,74.08875,328.1971130371094,398.3068542480469,20.0,3,8,0,1,15.0,15.001,15.002
Wed Feb 14 16:50:00 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,384.0702209472656,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.0925,330.3298645019531,399.8297424316406,20.0,3,8,0,1,15.0005,15.002,15.0
Wed Feb 14 16:50:09 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,386.9507141113281,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.0925,332.55755615234375,401.4721984863281,20.0,3,8,0,1,15.0005,15.0,15.002
Wed Feb 14 16:50:19 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,390.4096374511719,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.10000000000001,334.66357421875,402.8428039550781,20.0,3,8,0,1,15.000000000000002,14.998,15.002
Wed Feb 14 16:50:28 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,393.2911376953125,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.08624999999999,0.0,74.09625,336.868896484375,404.4121398925781,20.0,3,8,0,1,15.000000000000002,15.001,15.003
Wed Feb 14 16:50:38 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,396.7873840332031,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.10000000000001,338.9493713378906,406.0719299316406,20.0,3,8,0,1,14.9985,14.998,15.0
Wed Feb 14 16:50:47 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,399.9758605957031,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.08500000000001,341.0619201660156,407.6210021972656,20.0,3,8,0,1,14.9985,15.006,15.007
Wed Feb 14 16:50:57 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,402.92828369140625,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.10374999999999,343.1644287109375,409.2925109863281,20.0,3,8,0,1,14.997750000000002,15.004,15.003
Wed Feb 14 16:51:07 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,406.32843017578125,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.10374999999999,345.2527160644531,410.8765563964844,20.0,3,8,0,1,14.997750000000002,15.002,15.0
Wed Feb 14 16:51:16 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,409.286865234375,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08500000000001,347.33123779296875,412.4832458496094,20.0,3,8,0,1,15.0,14.998,15.0
Wed Feb 14 16:51:26 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,412.6852111816406,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.0925,349.3908386230469,414.1473083496094,20.0,3,8,0,1,15.0,14.998,14.999
Wed Feb 14 16:51:35 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,415.7844543457031,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0825,0.0,74.0925,351.3822937011719,415.7508850097656,20.0,3,8,0,1,14.99925,15.007,14.999
Wed Feb 14 16:51:45 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,419.0423583984375,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0825,0.0,74.0925,353.468017578125,417.2359313964844,20.0,3,8,0,1,14.99925,14.998,15.002
Wed Feb 14 16:51:54 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,421.96820068359375,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.08875,355.43182373046875,419.0104064941406,20.0,3,8,0,1,15.0,14.998,15.0
Wed Feb 14 16:52:04 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,425.37335205078125,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.0925,357.489501953125,420.6556701660156,20.0,3,8,0,1,15.0,14.999,14.999
Wed Feb 14 16:52:13 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,428.3314208984375,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08125,359.422119140625,422.2549743652344,20.0,3,8,0,1,15.0005,15.002,14.998
Wed Feb 14 16:52:23 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,431.7192687988281,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.0925,361.4488525390625,423.6098327636719,20.0,3,8,0,1,15.0005,14.998,14.998
Wed Feb 14 16:52:33 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,435.0340270996094,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.0925,363.5113830566406,425.1263732910156,20.0,3,8,0,1,15.000499999999999,14.999,14.998
Wed Feb 14 16:52:42 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,437.9598693847656,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08500000000001,365.5024108886719,426.5707092285156,20.0,3,8,0,1,15.000499999999999,15.001,14.997
Wed Feb 14 16:52:52 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,441.2331237792969,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.08875,367.3233642578125,428.0756530761719,20.0,3,8,0,1,15.0005,14.999,14.998
Wed Feb 14 16:53:01 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,444.59722900390625,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.09625,369.2810363769531,429.1909484863281,20.0,3,8,0,1,15.0005,14.998,14.998
Wed Feb 14 16:53:11 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,447.7129211425781,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.09625,371.1250305175781,430.3155212402344,20.0,3,8,0,1,14.999999999999998,15.002,14.999
Wed Feb 14 16:53:20 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,450.5994567871094,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.0775,373.0015869140625,431.9235534667969,20.0,3,8,0,1,14.999999999999998,15.002,15.002
Wed Feb 14 16:53:30 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,453.846435546875,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.08500000000001,374.8194885253906,433.2796936035156,20.0,3,8,0,1,15.001249999999999,14.994,14.999
Wed Feb 14 16:53:39 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,457.2372741699219,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08875,376.7116394042969,434.6431579589844,20.0,3,8,0,1,15.001249999999999,14.998,14.999
Wed Feb 14 16:53:48 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,460.3182373046875,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0825,0.0,74.0925,378.49859619140625,436.0329895019531,20.0,3,8,0,1,14.99925,15.002,14.998
Wed Feb 14 16:53:58 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,463.1975402832031,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.0925,380.3181457519531,437.2558288574219,20.0,3,8,0,1,14.99925,14.998,14.996
Wed Feb 14 16:54:07 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,466.49249267578125,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.09625,382.0778503417969,438.6107482910156,20.0,3,8,0,1,15.001,14.999,14.999
Wed Feb 14 16:54:17 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,469.8441162109375,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08875,383.9153747558594,440.0215148925781,20.0,3,8,0,1,15.001,15.001,14.999
Wed Feb 14 16:54:26 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,472.9521789550781,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.09625,385.6396789550781,441.3988342285156,20.0,3,8,0,1,15.00075,15.002,15.0
Wed Feb 14 16:54:36 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,476.14373779296875,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.0925,387.40582275390625,442.6827697753906,20.0,3,8,0,1,15.00075,14.996,14.999
Wed Feb 14 16:54:45 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,479.1012878417969,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.09625,389.10064697265625,443.9624328613281,20.0,3,8,0,1,15.00075,14.998,15.0
Wed Feb 14 16:54:55 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,482.16827392578125,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.10000000000001,390.8856506347656,445.1128234863281,20.0,3,8,0,1,15.00075,15.002,14.998
Wed Feb 14 16:55:04 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,485.59002685546875,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.09625,392.5666198730469,446.1682434082031,20.0,3,8,0,1,15.00125,15.001,14.998
Wed Feb 14 16:55:14 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,488.4884948730469,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.09625,394.31781005859375,447.4770202636719,20.0,3,8,0,1,15.00125,14.998,15.0
Wed Feb 14 16:55:23 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,491.73760986328125,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.0925,395.9690856933594,448.7505187988281,20.0,3,8,0,1,15.00025,15.002,15.0
Wed Feb 14 16:55:33 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,495.1282958984375,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.08875,397.6510314941406,450.1083068847656,20.0,3,8,0,1,15.00025,15.001,15.001
Wed Feb 14 16:55:42 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,498.2168273925781,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.10000000000001,399.2857666015625,451.3548889160156,20.0,3,8,0,1,15.00075,14.998,15.003
Wed Feb 14 16:55:52 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,501.07904052734375,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.0925,400.99237060546875,452.6345520019531,20.0,3,8,0,1,15.00075,15.001,15.001
Wed Feb 14 16:56:01 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,504.349365234375,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08875,402.5514831542969,453.6186828613281,20.0,3,8,0,1,14.998249999999999,15.002,15.002
Wed Feb 14 16:56:11 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,507.71856689453125,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.0925,404.2372131347656,454.8463439941406,20.0,3,8,0,1,14.998249999999999,15.002,15.002
Wed Feb 14 16:56:20 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,510.8495178222656,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.06375,0.0,74.08875,405.8051452636719,455.9753112792969,20.0,3,8,0,1,14.99825,14.999,15.002
Wed Feb 14 16:57:45 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,539.097900390625,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.09625,419.7160339355469,466.1697692871094,20.0,4,8,0,1,14.998999999999999,15.002,14.999
Wed Feb 14 16:57:55 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,542.2875366210938,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.08500000000001,421.25244140625,467.3850402832031,20.0,4,8,0,1,14.998999999999999,15.004,15.002
Wed Feb 14 16:58:04 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,545.2481079101562,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.09625,422.7273864746094,468.4704895019531,20.0,4,8,0,1,15.0005,15.001,15.003
Wed Feb 14 16:58:14 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,548.643310546875,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.0925,424.17828369140625,469.6009826660156,20.0,4,8,0,1,15.0005,14.999,15.002
Wed Feb 14 16:58:23 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.09625,425.5843811035156,470.6978454589844,20.0,4,8,0,1,15.00075,15.004,15.001
Wed Feb 14 16:58:33 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0825,0.0,74.0925,427.064453125,471.8365783691406,20.0,4,8,0,1,15.00075,14.999,15.001
Wed Feb 14 16:58:42 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.08125,428.4841613769531,472.9114074707031,20.0,4,8,0,1,15.000250000000001,14.997,15.0
Wed Feb 14 16:58:52 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.0925,429.9200744628906,473.8539123535156,20.0,4,8,0,1,15.000250000000001,15.004,14.999
