Time,Reaction Name,iC4H10 SP,O2 SP,N2 SP,N2O SP,H2 SP,Furnace Temp SP,Reactor Temp SP,Ramp Rate SP,Number of Samples SP,Delay Time SP,Injection Offset SP,gc_stream SP,Bulk SP SP,5 SP,6 SP,iC4H10 PV,O2 PV,N2 PV,N2O PV,H2 PV,Furnace Temp PV,Reactor Temp PV,Ramp Rate PV,Number of Samples PV,Delay Time PV,Injection Offset PV,gc_stream PV,Bulk SP PV,5 PV,6 PV
Wed Feb 14 22:20:46 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.200625,0.0,75.07124999999999,0.0,0.0,551.1134033203125,545.8848876953125,0.0,0,0,3,5,14.998249999999999,7.503,11.252
Wed Feb 14 22:20:55 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.2025,0.0,75.075,0.0,0.0,551.1292724609375,545.9879150390625,0.0,0,0,3,5,14.998249999999999,7.5,11.262
Wed Feb 14 22:21:05 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.200625,0.0,75.07124999999999,0.0,0.0,551.14697265625,546.076171875,0.0,0,0,3,5,14.96925,7.498,11.251
Wed Feb 14 22:21:14 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.196875,0.0,75.075,0.0,0.0,551.140380859375,545.9486083984375,0.0,0,0,3,5,14.96925,7.5,11.246
Wed Feb 14 22:21:24 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.198750000000004,0.0,75.08624999999999,0.0,0.0,551.1490478515625,546.022705078125,0.0,0,0,3,5,15.00025,7.501,11.251
Wed Feb 14 22:22:49 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.200625,0.0,75.07124999999999,0.0,0.0,551.1480712890625,545.8751220703125,0.0,1,0,3,5,14.99975,7.5,11.255
Wed Feb 14 22:22:56 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.204375,0.0,75.07875,0.0,0.0,551.1443481445312,545.848388671875,0.0,1,0,3,5,14.99975,7.504,11.241
Wed Feb 14 22:23:04 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.2025,0.0,75.07875,0.0,0.0,551.137451171875,545.7984619140625,0.0,1,0,3,5,15.0125,7.496,11.259
Wed Feb 14 22:23:11 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.2025,0.0,75.0825,0.0,0.0,551.1175537109375,545.675048828125,0.0,1,0,3,5,15.0125,7.499,11.246
Wed Feb 14 22:23:19 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.200625,0.0,75.07124999999999,0.0,0.0,551.123779296875,545.7757568359375,0.0,1,0,3,5,15.00525,7.499,11.25
Wed Feb 14 22:23:26 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.204375,0.0,75.07875,0.0,0.0,551.1495361328125,545.7755126953125,0.0,1,0,3,5,15.00525,7.501,11.256
Wed Feb 14 22:23:34 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.200625,0.0,75.075,0.0,0.0,551.1610717773438,545.7939453125,0.0,1,0,3,5,15.001000000000001,7.499,11.252
Wed Feb 14 22:23:41 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.204375,0.0,75.0825,0.0,0.0,551.1490478515625,545.7652587890625,0.0,1,0,3,5,15.001000000000001,7.501,11.254
Wed Feb 14 22:23:49 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.200625,0.0,75.075,0.0,0.0,551.1508178710938,545.7943115234375,0.0,1,0,3,5,15.00275,7.5,11.249
Wed Feb 14 22:23:57 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,5,15,7.5,11.25,57.200625,0.0,75.07124999999999,0.0,0.0,551.1532592773438,545.736572265625,0.0,1,0,3,5,15.00275,7.499,11.254
Wed Feb 14 22:24:12 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.2025,0.0,75.07124999999999,0.0,0.0,551.1229858398438,545.7901611328125,0.0,0,0,3,6,14.983,7.497,11.255
Wed Feb 14 22:24:21 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.204375,0.0,75.07124999999999,0.0,0.0,551.128662109375,545.8502197265625,0.0,0,0,3,6,14.983,7.499,11.242
Wed Feb 14 22:24:31 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.2025,0.0,75.0825,0.0,0.0,551.1300048828125,545.9000244140625,0.0,0,0,3,6,14.99825,7.502,11.248
Wed Feb 14 22:24:40 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.208124999999995,0.0,75.075,0.0,0.0,551.1314697265625,545.92822265625,0.0,0,0,3,6,14.99825,7.5,11.26
Wed Feb 14 22:24:50 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.206250000000004,0.0,75.0825,0.0,0.0,551.1382446289062,545.96337890625,0.0,0,0,3,6,14.996,7.5,11.248
Wed Feb 14 22:24:59 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.196875,0.0,75.0825,0.0,0.0,551.1570434570312,545.94482421875,0.0,0,0,3,6,14.996,7.502,11.248
Wed Feb 14 22:25:09 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.204375,0.0,75.0825,0.0,0.0,551.1522827148438,545.8709716796875,0.0,0,0,3,6,15.02175,7.499,11.257
Wed Feb 14 22:25:19 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.204375,0.0,75.07875,0.0,0.0,551.148193359375,545.90380859375,0.0,0,0,3,6,15.02175,7.503,11.252
Wed Feb 14 22:25:28 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.2025,0.0,75.075,0.0,0.0,551.125244140625,545.8603515625,0.0,0,0,3,6,14.936000000000002,7.506,11.248
Wed Feb 14 22:25:38 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.2025,0.0,75.0675,0.0,0.0,551.1334838867188,545.9384765625,0.0,0,0,3,6,14.936000000000002,7.498,11.245
Wed Feb 14 22:25:47 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.208124999999995,0.0,75.07124999999999,0.0,0.0,551.1432495117188,545.888671875,0.0,0,0,3,6,15.005500000000001,7.501,11.243
Wed Feb 14 22:25:57 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.200625,0.0,75.075,0.0,0.0,551.1519775390625,545.9852294921875,0.0,0,0,3,6,15.005500000000001,7.496,11.241
Wed Feb 14 22:26:06 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.206250000000004,0.0,75.075,0.0,0.0,551.1415405273438,545.8701171875,0.0,0,0,3,6,14.994,7.505,11.254
Wed Feb 14 22:26:16 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.2025,0.0,75.07124999999999,0.0,0.0,551.1661376953125,545.88037109375,0.0,0,0,3,6,14.994,7.502,11.248
Wed Feb 14 22:26:25 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.2025,0.0,75.07124999999999,0.0,0.0,551.1452026367188,545.876220703125,0.0,0,0,3,6,14.991999999999999,7.501,11.25
Wed Feb 14 22:26:34 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.2025,0.0,75.07875,0.0,0.0,551.1546630859375,545.8988037109375,0.0,0,0,3,6,14.991999999999999,7.498,11.245
Wed Feb 14 22:26:44 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.2025,0.0,75.07875,0.0,0.0,551.1478271484375,545.7645263671875,0.0,0,0,3,6,15.01,7.503,11.248
Wed Feb 14 22:26:53 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.2025,0.0,75.07875,0.0,0.0,551.1436157226562,545.8634033203125,0.0,0,0,3,6,15.01,7.499,11.251
Wed Feb 14 22:27:03 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.2025,0.0,75.08624999999999,0.0,0.0,551.1373291015625,545.8060302734375,0.0,0,0,3,6,15.0355,7.502,11.253
Wed Feb 14 22:28:28 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.198750000000004,0.0,75.0675,0.0,0.0,551.1592407226562,545.841552734375,0.0,1,0,3,6,14.99925,7.497,11.246
Wed Feb 14 22:28:36 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.200625,0.0,75.075,0.0,0.0,551.1383666992188,545.8502197265625,0.0,1,0,3,6,14.99925,7.501,11.246
Wed Feb 14 22:28:43 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.2025,0.0,75.07124999999999,0.0,0.0,551.1336669921875,545.87060546875,0.0,1,0,3,6,14.97775,7.497,11.247
Wed Feb 14 22:28:51 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.198750000000004,0.0,75.0675,0.0,0.0,551.1298217773438,545.909423828125,0.0,1,0,3,6,14.97775,7.498,11.243
Wed Feb 14 22:28:58 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.204375,0.0,75.07124999999999,0.0,0.0,551.1331176757812,545.84716796875,0.0,1,0,3,6,14.994750000000002,7.502,11.246
Wed Feb 14 22:29:06 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.200625,0.0,75.0675,0.0,0.0,551.1393432617188,545.9007568359375,0.0,1,0,3,6,14.994750000000002,7.498,11.237
Wed Feb 14 22:29:13 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.206250000000004,0.0,75.075,0.0,0.0,551.1449584960938,545.86181640625,0.0,1,0,3,6,15.0035,7.5,11.251
Wed Feb 14 22:29:21 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.176249999999996,0.0,75.075,0.0,0.0,551.1612548828125,545.781494140625,0.0,1,0,3,6,15.0035,7.505,11.255
Wed Feb 14 22:29:28 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.200625,0.0,75.07124999999999,0.0,0.0,551.1565551757812,545.861572265625,0.0,1,0,3,6,14.981,7.498,11.267
Wed Feb 14 22:29:36 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,6,15,7.5,11.25,57.204375,0.0,75.07124999999999,0.0,0.0,551.151611328125,545.84521484375,0.0,1,0,3,6,14.981,7.501,11.254
Wed Feb 14 22:29:51 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.204375,0.0,75.0675,0.0,0.0,551.1511840820312,545.88232421875,0.0,0,0,3,1,14.99475,7.499,11.25
Wed Feb 14 22:30:01 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.206250000000004,0.0,75.0675,0.0,0.0,551.1453247070312,545.87353515625,0.0,0,0,3,1,14.99475,7.503,11.256
Wed Feb 14 22:30:10 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.2025,0.0,75.07875,0.0,0.0,551.1527099609375,545.8814697265625,0.0,0,0,3,1,14.9905,7.492,11.241
Wed Feb 14 22:30:20 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.200625,0.0,75.0675,0.0,0.0,551.1422729492188,545.834716796875,0.0,0,0,3,1,14.9905,7.499,11.256
Wed Feb 14 22:30:29 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.198750000000004,0.0,75.07124999999999,0.0,0.0,551.1576538085938,545.79541015625,0.0,0,0,3,1,15.017999999999999,7.503,11.251
Wed Feb 14 22:30:39 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.204375,0.0,75.075,0.0,0.0,551.1517944335938,545.7667236328125,0.0,0,0,3,1,15.017999999999999,7.497,11.244
Wed Feb 14 22:30:48 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.2025,0.0,75.07124999999999,0.0,0.0,551.1482543945312,545.869873046875,0.0,0,0,3,1,14.969249999999999,7.498,11.244
Wed Feb 14 22:30:58 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.196875,0.0,75.075,0.0,0.0,551.130615234375,545.7755126953125,0.0,0,0,3,1,14.969249999999999,7.503,11.247
Wed Feb 14 22:31:07 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.2025,0.0,75.07875,0.0,0.0,551.1383666992188,545.867919921875,0.0,0,0,3,1,15.1905,7.498,11.245
Wed Feb 14 22:31:17 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.2025,0.0,75.06375,0.0,0.0,551.1494750976562,545.8184814453125,0.0,0,0,3,1,15.1905,7.504,11.253
Wed Feb 14 22:31:26 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.200625,0.0,75.07124999999999,0.0,0.0,551.1575927734375,545.92529296875,0.0,0,0,3,1,15.028500000000001,7.501,11.239
Wed Feb 14 22:31:36 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.2025,0.0,75.07124999999999,0.0,0.0,551.144775390625,545.782958984375,0.0,0,0,3,1,15.028500000000001,7.501,11.252
Wed Feb 14 22:31:45 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.204375,0.0,75.075,0.0,0.0,551.124755859375,545.92529296875,0.0,0,0,3,1,15.0055,7.505,11.242
Wed Feb 14 22:31:55 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.2025,0.0,75.0825,0.0,0.0,551.1298217773438,545.944091796875,0.0,0,0,3,1,15.0055,7.496,11.25
Wed Feb 14 22:32:04 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.206250000000004,0.0,75.06375,0.0,0.0,551.135009765625,545.970947265625,0.0,0,0,3,1,14.996500000000001,7.5,11.25
Wed Feb 14 22:32:14 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.204375,0.0,75.0825,0.0,0.0,551.1426391601562,545.987548828125,0.0,0,0,3,1,14.996500000000001,7.5,11.247
Wed Feb 14 22:32:23 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.204375,0.0,75.07875,0.0,0.0,551.1397094726562,545.9071044921875,0.0,0,0,3,1,14.997250000000001,7.499,11.251
Wed Feb 14 22:32:33 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.2025,0.0,75.07124999999999,0.0,0.0,551.1343994140625,545.985595703125,0.0,0,0,3,1,14.997250000000001,7.499,11.252
Wed Feb 14 22:32:42 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.200625,0.0,75.06375,0.0,0.0,551.12890625,546.090576171875,0.0,0,0,3,1,14.9485,7.501,11.257
Wed Feb 14 22:34:07 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.200625,0.0,75.07124999999999,0.0,0.0,551.1301879882812,545.861572265625,0.0,1,0,3,1,15.00625,7.505,11.252
Wed Feb 14 22:34:15 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.198750000000004,0.0,75.075,0.0,0.0,551.1273193359375,545.857666015625,0.0,1,0,3,1,15.00625,7.505,11.244
Wed Feb 14 22:34:22 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.204375,0.0,75.0825,0.0,0.0,551.1388549804688,545.8883056640625,0.0,1,0,3,1,15.00275,7.503,11.254
Wed Feb 14 22:34:30 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.206250000000004,0.0,75.0675,0.0,0.0,551.1353759765625,545.7630615234375,0.0,1,0,3,1,15.00275,7.5,11.25
Wed Feb 14 22:34:37 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.2025,0.0,75.075,0.0,0.0,551.1429443359375,545.849365234375,0.0,1,0,3,1,15.001999999999999,7.502,11.254
Wed Feb 14 22:34:45 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.204375,0.0,75.07124999999999,0.0,0.0,551.1419067382812,545.857666015625,0.0,1,0,3,1,15.001999999999999,7.503,11.248
Wed Feb 14 22:34:52 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.204375,0.0,75.07124999999999,0.0,0.0,551.133544921875,545.9052734375,0.0,1,0,3,1,14.995750000000001,7.502,11.241
Wed Feb 14 22:35:00 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.2025,0.0,75.06375,0.0,0.0,551.128173828125,545.8848876953125,0.0,1,0,3,1,14.995750000000001,7.499,11.249
Wed Feb 14 22:35:07 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.200625,0.0,75.0675,0.0,0.0,551.1294555664062,545.8973388671875,0.0,1,0,3,1,14.978499999999999,7.502,11.26
Wed Feb 14 22:35:15 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,1,15,7.5,11.25,57.204375,0.0,75.07124999999999,0.0,0.0,551.1257934570312,545.8807373046875,0.0,1,0,3,1,14.978499999999999,7.504,11.247
Wed Feb 14 22:35:30 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.206250000000004,0.0,75.0825,0.0,0.0,551.1362915039062,545.8045654296875,0.0,0,0,3,2,14.97625,7.499,11.247
Wed Feb 14 22:35:40 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.204375,0.0,75.07875,0.0,0.0,551.1201171875,545.985595703125,0.0,0,0,3,2,14.97625,7.505,11.252
Wed Feb 14 22:35:49 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.2025,0.0,75.0675,0.0,0.0,551.1338500976562,545.921875,0.0,0,0,3,2,15.0015,7.495,11.245
Wed Feb 14 22:35:59 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.200625,0.0,75.075,0.0,0.0,551.151611328125,545.9671630859375,0.0,0,0,3,2,15.0015,7.502,11.252
Wed Feb 14 22:36:08 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.2025,0.0,75.075,0.0,0.0,551.1436767578125,545.899169921875,0.0,0,0,3,2,14.95975,7.502,11.246
Wed Feb 14 22:36:18 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.204375,0.0,75.075,0.0,0.0,551.1427612304688,545.944091796875,0.0,0,0,3,2,14.95975,7.499,11.245
Wed Feb 14 22:36:27 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.206250000000004,0.0,75.075,0.0,0.0,551.143798828125,545.890625,0.0,0,0,3,2,14.975,7.498,11.252
Wed Feb 14 22:36:37 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.200625,0.0,75.0675,0.0,0.0,551.1509399414062,545.9298095703125,0.0,0,0,3,2,14.975,7.498,11.248
Wed Feb 14 22:36:46 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.200625,0.0,75.075,0.0,0.0,551.1456909179688,545.979248046875,0.0,0,0,3,2,14.99825,7.504,11.249
Wed Feb 14 22:36:56 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.2025,0.0,75.08624999999999,0.0,0.0,551.150634765625,545.935791015625,0.0,0,0,3,2,14.99825,7.496,11.244
Wed Feb 14 22:37:05 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.2025,0.0,75.075,0.0,0.0,551.1546020507812,545.8682861328125,0.0,0,0,3,2,15.004999999999999,7.501,11.244
Wed Feb 14 22:37:15 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.2025,0.0,75.0675,0.0,0.0,551.1587524414062,545.919677734375,0.0,0,0,3,2,15.004999999999999,7.499,11.243
Wed Feb 14 22:37:24 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.195,0.0,75.075,0.0,0.0,551.1453857421875,545.8623046875,0.0,0,0,3,2,15.004249999999999,7.501,11.24
Wed Feb 14 22:37:34 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.206250000000004,0.0,75.0675,0.0,0.0,551.1336669921875,545.8165283203125,0.0,0,0,3,2,15.004249999999999,7.497,11.25
Wed Feb 14 22:37:43 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.2025,0.0,75.0825,0.0,0.0,551.1416625976562,545.8988037109375,0.0,0,0,3,2,15.02125,7.496,11.244
Wed Feb 14 22:37:53 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.200625,0.0,75.075,0.0,0.0,551.1480102539062,545.9154052734375,0.0,0,0,3,2,15.02125,7.499,11.252
Wed Feb 14 22:38:02 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.204375,0.0,75.0675,0.0,0.0,551.1236572265625,545.765625,0.0,0,0,3,2,14.992,7.499,11.238
Wed Feb 14 22:38:12 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.196875,0.0,75.075,0.0,0.0,551.1299438476562,546.002197265625,0.0,0,0,3,2,14.992,7.499,11.241
Wed Feb 14 22:38:21 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.200625,0.0,75.075,0.0,0.0,551.1202392578125,545.985595703125,0.0,0,0,3,2,14.977,7.499,11.25
Wed Feb 14 22:39:46 2024,24-008 reduxn rxn bp,57.2025,0,75.075,0,0.0,551.14404296875,-1.0,0.0,1,0,3,2,15,7.5,11.25,57.21,0.0,75.07875,0.0,0.0,551.14453125,545.7713623046875,0.0,1,0,3,2,14.99625,7.499,11.25
