Time,1,2,3,4
Wed Feb 14 23:35:04 2024,15.002,15.0,15.001,14.998
Wed Feb 14 23:35:19 2024,15.0,15.0,15.0,15.002
Wed Feb 14 23:35:34 2024,15.002,15.001,15.0,15.0
Wed Feb 14 23:35:48 2024,15.002,15.002,15.0,14.998
Wed Feb 14 23:36:03 2024,15.002,15.0,15.002,15.0
Wed Feb 14 23:36:18 2024,14.995,14.999,15.002,14.998
Wed Feb 14 23:36:33 2024,15.003,15.0,15.001,15.001
Wed Feb 14 23:36:48 2024,15.0,15.0,15.001,14.999
Wed Feb 14 23:37:03 2024,15.0,15.001,15.0,15.002
Wed Feb 14 23:37:18 2024,15.003,15.002,15.001,15.002
Wed Feb 14 23:37:33 2024,15.0,15.001,15.001,15.002
Wed Feb 14 23:37:48 2024,15.003,15.0,14.998,14.998
Wed Feb 14 23:38:03 2024,15.002,15.0,14.998,15.0
Wed Feb 14 23:38:17 2024,15.0,14.999,15.0,15.0
Wed Feb 14 23:38:32 2024,15.002,15.0,15.001,15.002
Wed Feb 14 23:38:47 2024,15.0,15.001,15.002,15.002
Wed Feb 14 23:39:02 2024,14.998,15.001,14.998,14.998
Wed Feb 14 23:39:17 2024,15.002,14.999,14.999,14.999
Wed Feb 14 23:39:32 2024,14.997,14.997,15.0,14.999
Wed Feb 14 23:39:47 2024,15.003,15.002,15.0,15.002
Wed Feb 14 23:40:02 2024,15.002,15.001,15.0,15.002
Wed Feb 14 23:40:17 2024,15.003,15.0,15.0,15.0
Wed Feb 14 23:40:32 2024,15.0,15.001,15.002,14.997
Wed Feb 14 23:40:46 2024,15.002,15.0,15.002,15.0
Wed Feb 14 23:41:01 2024,14.998,15.0,14.998,15.001
Wed Feb 14 23:41:16 2024,14.997,15.001,14.999,15.003
Wed Feb 14 23:41:31 2024,15.003,14.999,15.0,15.002
Wed Feb 14 23:41:46 2024,15.0,14.998,15.0,14.999
Wed Feb 14 23:42:01 2024,15.0,14.998,15.001,15.001
Wed Feb 14 23:42:16 2024,15.003,15.002,15.0,15.001
Wed Feb 14 23:42:31 2024,15.008,14.999,15.003,14.998
Wed Feb 14 23:42:46 2024,15.0,15.0,14.999,15.0
Wed Feb 14 23:43:00 2024,15.022,15.001,14.999,15.007
Wed Feb 14 23:43:15 2024,14.992,14.999,14.997,14.995
Wed Feb 14 23:43:30 2024,14.848,15.0,14.996,14.998
Wed Feb 14 23:43:45 2024,14.991,15.0,15.001,14.999
Wed Feb 14 23:44:00 2024,15.019,14.998,15.002,15.003
Wed Feb 14 23:44:15 2024,14.995,14.999,15.001,14.999
Wed Feb 14 23:44:30 2024,14.986,14.998,15.001,15.002
Wed Feb 14 23:44:45 2024,14.983,14.999,15.003,14.998
Wed Feb 14 23:45:00 2024,14.923,14.999,15.002,15.0
Wed Feb 14 23:45:14 2024,15.012,15.001,15.003,15.003
Wed Feb 14 23:45:29 2024,15.002,15.0,15.002,14.998
Wed Feb 14 23:45:44 2024,15.002,15.0,15.001,15.0
Wed Feb 14 23:45:59 2024,14.998,15.0,15.001,14.999
Wed Feb 14 23:46:14 2024,14.998,15.0,15.002,14.998
Wed Feb 14 23:46:29 2024,15.0,15.0,15.002,15.001
Wed Feb 14 23:46:44 2024,14.998,15.002,14.999,14.999
Wed Feb 14 23:46:59 2024,15.0,15.002,14.998,15.002
Wed Feb 14 23:47:13 2024,15.0,15.0,15.001,14.997
Wed Feb 14 23:47:28 2024,15.002,15.002,15.0,14.998
Wed Feb 14 23:47:43 2024,15.0,15.0,15.0,15.002
Wed Feb 14 23:47:58 2024,15.003,15.0,14.998,14.999
Wed Feb 14 23:48:13 2024,15.0,15.0,14.997,15.002
Wed Feb 14 23:48:28 2024,14.998,15.0,14.999,15.002
Wed Feb 14 23:48:43 2024,14.997,15.001,14.999,15.004
Wed Feb 14 23:48:58 2024,15.0,15.001,15.0,15.004
Wed Feb 14 23:49:13 2024,15.005,15.001,14.999,14.998
Wed Feb 14 23:49:28 2024,15.002,15.002,14.999,15.002
Wed Feb 14 23:49:42 2024,14.997,15.002,15.0,14.999
Wed Feb 14 23:49:57 2024,14.998,14.999,15.0,15.002
Wed Feb 14 23:50:12 2024,14.998,14.999,14.999,15.002
Wed Feb 14 23:50:27 2024,15.0,15.0,15.0,15.001
Wed Feb 14 23:50:42 2024,14.998,14.999,15.0,14.998
Wed Feb 14 23:50:57 2024,15.0,15.001,15.001,15.003
Wed Feb 14 23:51:12 2024,15.0,15.0,15.0,15.0
Wed Feb 14 23:51:27 2024,15.0,15.001,15.0,15.0
Wed Feb 14 23:51:41 2024,15.0,15.001,15.0,15.002
Wed Feb 14 23:51:56 2024,15.002,15.001,15.0,14.998
Wed Feb 14 23:52:11 2024,14.983,15.002,14.999,15.002
Wed Feb 14 23:52:26 2024,15.005,14.999,14.999,15.0
Wed Feb 14 23:52:41 2024,15.003,15.001,15.0,14.999
Wed Feb 14 23:52:56 2024,15.003,15.0,14.999,15.0
Wed Feb 14 23:53:11 2024,15.002,14.999,15.001,15.003
Wed Feb 14 23:53:26 2024,15.002,15.002,15.0,14.998
Wed Feb 14 23:53:40 2024,15.002,15.0,15.0,14.997
Wed Feb 14 23:53:55 2024,15.002,15.0,15.0,15.0
Wed Feb 14 23:54:10 2024,15.0,15.0,15.002,14.999
Wed Feb 14 23:54:25 2024,15.0,15.0,15.001,15.001
Wed Feb 14 23:54:40 2024,14.998,15.0,15.001,14.998
Wed Feb 14 23:54:55 2024,15.0,15.0,15.0,15.001
Wed Feb 14 23:55:10 2024,14.998,15.0,15.002,14.998
Wed Feb 14 23:55:25 2024,14.998,15.002,15.002,15.001
Wed Feb 14 23:55:40 2024,15.0,14.999,15.0,14.998
Wed Feb 14 23:55:55 2024,15.002,14.998,15.001,15.002
Wed Feb 14 23:56:10 2024,15.0,15.002,15.002,15.001
Wed Feb 14 23:56:24 2024,15.0,15.0,15.001,15.0
Wed Feb 14 23:56:39 2024,15.002,15.001,15.0,15.005
Wed Feb 14 23:56:54 2024,15.002,14.999,14.998,14.997
Wed Feb 14 23:57:09 2024,15.0,15.0,15.0,15.002
Wed Feb 14 23:57:24 2024,15.0,15.0,14.999,14.998
Wed Feb 14 23:57:39 2024,15.0,15.0,15.0,15.001
Wed Feb 14 23:57:54 2024,14.998,15.001,14.999,14.998
Wed Feb 14 23:58:09 2024,15.0,14.998,14.998,15.002
Wed Feb 14 23:58:24 2024,14.998,15.0,14.998,15.0
Wed Feb 14 23:58:39 2024,14.998,15.0,14.999,15.002
Wed Feb 14 23:58:53 2024,15.002,14.999,15.0,14.998
Wed Feb 14 23:59:08 2024,15.002,15.0,15.0,14.999
Wed Feb 14 23:59:23 2024,15.0,15.0,15.0,15.001
Wed Feb 14 23:59:38 2024,14.998,15.0,15.0,14.998
Wed Feb 14 23:59:53 2024,14.998,15.0,14.999,15.003
Thu Feb 15 00:00:08 2024,14.998,15.001,14.999,14.999
Thu Feb 15 00:00:23 2024,15.003,14.999,14.999,15.002
Thu Feb 15 00:00:38 2024,14.997,14.996,15.0,14.997
Thu Feb 15 00:00:53 2024,14.998,14.998,15.0,15.001
Thu Feb 15 00:01:07 2024,15.002,14.999,15.0,14.999
Thu Feb 15 00:01:22 2024,14.998,14.999,15.0,14.999
Thu Feb 15 00:01:37 2024,15.002,15.001,14.999,15.0
Thu Feb 15 00:01:52 2024,15.0,15.0,14.999,14.998
Thu Feb 15 00:02:07 2024,15.002,15.0,15.0,15.001
Thu Feb 15 00:02:22 2024,15.003,15.0,14.999,14.998
Thu Feb 15 00:02:37 2024,14.998,15.0,14.998,15.002
Thu Feb 15 00:02:52 2024,15.002,15.001,15.0,15.0
Thu Feb 15 00:03:07 2024,15.002,15.001,14.999,14.998
Thu Feb 15 00:03:21 2024,15.0,14.999,15.0,15.004
Thu Feb 15 00:03:36 2024,15.002,15.004,15.0,14.997
Thu Feb 15 00:03:51 2024,14.998,14.998,15.0,14.999
Thu Feb 15 00:04:06 2024,15.0,15.0,15.0,15.0
Thu Feb 15 00:04:21 2024,15.0,15.0,15.001,14.998
Thu Feb 15 00:04:36 2024,14.997,15.0,15.001,15.001
Thu Feb 15 00:04:51 2024,15.003,15.0,15.001,14.996
Thu Feb 15 00:05:06 2024,14.998,14.997,15.0,14.998
Thu Feb 15 00:05:21 2024,14.998,15.0,15.001,14.999
Thu Feb 15 00:05:35 2024,15.002,15.0,15.0,14.998
Thu Feb 15 00:05:50 2024,15.003,14.998,15.002,15.0
Thu Feb 15 00:06:05 2024,15.0,14.997,15.001,15.001
Thu Feb 15 00:06:20 2024,15.0,15.002,15.002,14.998
Thu Feb 15 00:06:35 2024,15.0,14.998,15.0,15.0
Thu Feb 15 00:06:50 2024,15.0,14.999,15.002,14.999
Thu Feb 15 00:07:05 2024,15.003,15.002,15.002,14.999
Thu Feb 15 00:07:20 2024,14.995,15.0,15.002,14.998
Thu Feb 15 00:07:35 2024,15.0,15.0,14.999,15.0
Thu Feb 15 00:07:49 2024,15.0,15.001,15.0,15.002
Thu Feb 15 00:08:04 2024,15.0,15.0,14.999,14.998
Thu Feb 15 00:08:19 2024,15.002,15.001,15.0,15.001
Thu Feb 15 00:08:34 2024,15.0,15.0,15.001,15.001
Thu Feb 15 00:08:49 2024,15.006,15.001,14.999,15.001
Thu Feb 15 00:09:04 2024,15.002,15.001,15.0,14.999
Thu Feb 15 00:09:19 2024,14.981,15.001,15.0,14.998
Thu Feb 15 00:09:34 2024,15.003,15.002,14.997,14.998
Thu Feb 15 00:09:49 2024,14.998,14.999,14.998,14.998
Thu Feb 15 00:10:04 2024,15.0,15.001,14.999,14.999
Thu Feb 15 00:10:18 2024,14.997,15.0,14.999,15.0
Thu Feb 15 00:10:33 2024,15.0,14.999,14.999,15.001
Thu Feb 15 00:10:48 2024,15.0,15.0,14.999,15.002
Thu Feb 15 00:11:03 2024,14.998,15.0,15.0,14.999
Thu Feb 15 00:11:18 2024,15.0,15.001,15.0,15.0
Thu Feb 15 00:11:33 2024,15.005,14.999,14.998,15.002
Thu Feb 15 00:11:48 2024,15.003,14.999,14.997,15.002
Thu Feb 15 00:12:03 2024,15.0,15.0,15.001,15.002
Thu Feb 15 00:12:18 2024,15.0,14.998,14.997,14.999
Thu Feb 15 00:12:33 2024,14.997,15.001,14.998,15.0
Thu Feb 15 00:12:47 2024,15.002,15.002,14.998,15.001
Thu Feb 15 00:13:02 2024,14.998,14.999,14.997,14.999
Thu Feb 15 00:13:17 2024,14.998,15.0,14.998,15.0
Thu Feb 15 00:13:32 2024,15.003,15.0,14.999,15.0
Thu Feb 15 00:13:47 2024,14.997,14.999,14.999,15.001
Thu Feb 15 00:14:02 2024,15.0,15.0,15.001,15.001
Thu Feb 15 00:14:17 2024,14.995,15.0,15.0,14.997
Thu Feb 15 00:14:32 2024,15.002,15.0,14.999,14.998
Thu Feb 15 00:14:46 2024,15.0,15.002,15.0,15.002
Thu Feb 15 00:15:01 2024,14.95,15.001,15.0,15.002
Thu Feb 15 00:15:16 2024,15.0,15.002,15.0,15.001
Thu Feb 15 00:15:31 2024,15.003,14.999,14.999,14.998
Thu Feb 15 00:15:46 2024,14.998,15.0,15.0,14.999
Thu Feb 15 00:16:01 2024,15.002,14.999,14.999,15.001
Thu Feb 15 00:16:16 2024,14.991,14.999,14.999,15.001
Thu Feb 15 00:16:31 2024,14.998,15.0,15.0,15.002
Thu Feb 15 00:16:46 2024,14.997,15.0,15.0,14.998
Thu Feb 15 00:17:00 2024,14.992,14.998,15.0,15.002
Thu Feb 15 00:17:15 2024,15.002,15.002,15.002,15.005
Thu Feb 15 00:17:30 2024,15.002,14.997,15.0,14.999
Thu Feb 15 00:17:45 2024,15.0,14.998,15.0,15.001
Thu Feb 15 00:18:00 2024,15.002,14.999,15.0,15.001
Thu Feb 15 00:18:15 2024,14.997,15.0,15.001,14.999
Thu Feb 15 00:18:30 2024,15.002,14.999,14.997,14.994
Thu Feb 15 00:18:45 2024,15.016,15.0,15.003,15.009
Thu Feb 15 00:19:00 2024,15.0,15.0,15.002,14.995
Thu Feb 15 00:19:14 2024,15.0,14.999,14.999,15.008
Thu Feb 15 00:19:29 2024,15.003,15.0,14.998,14.994
Thu Feb 15 00:19:44 2024,14.998,15.0,15.0,15.013
Thu Feb 15 00:19:59 2024,14.998,15.001,15.0,14.998
Thu Feb 15 00:20:14 2024,15.0,15.001,14.999,14.996
Thu Feb 15 00:20:29 2024,14.998,14.999,15.0,15.003
Thu Feb 15 00:20:44 2024,14.998,15.002,15.0,14.997
Thu Feb 15 00:20:59 2024,15.0,15.001,15.0,14.995
Thu Feb 15 00:21:14 2024,14.998,15.002,15.0,15.005
Thu Feb 15 00:21:29 2024,15.0,14.998,15.0,15.0
Thu Feb 15 00:21:43 2024,14.995,14.999,14.999,14.994
Thu Feb 15 00:21:58 2024,15.0,14.999,15.0,15.005
Thu Feb 15 00:22:13 2024,15.002,15.0,15.0,15.003
Thu Feb 15 00:22:28 2024,14.997,15.0,15.0,14.997
Thu Feb 15 00:22:43 2024,14.998,14.999,15.0,15.003
Thu Feb 15 00:22:58 2024,15.003,15.0,15.0,14.997
Thu Feb 15 00:23:13 2024,15.0,15.001,15.0,14.995
Thu Feb 15 00:23:28 2024,15.006,15.001,15.002,14.992
Thu Feb 15 00:23:43 2024,14.92,14.999,14.999,15.01
Thu Feb 15 00:23:58 2024,15.0,15.002,15.002,15.002
Thu Feb 15 00:24:12 2024,14.997,14.999,15.002,14.992
Thu Feb 15 00:24:27 2024,15.0,15.001,14.999,15.001
Thu Feb 15 00:24:42 2024,14.977,14.998,14.999,15.007
Thu Feb 15 00:24:57 2024,15.002,14.999,15.001,14.998
Thu Feb 15 00:25:12 2024,15.273,15.0,15.001,14.997
Thu Feb 15 00:25:27 2024,15.0,15.0,15.003,15.005
Thu Feb 15 00:25:42 2024,15.0,14.998,15.0,15.002
Thu Feb 15 00:25:57 2024,15.0,15.001,15.001,14.995
Thu Feb 15 00:26:12 2024,15.002,15.0,15.001,15.004
Thu Feb 15 00:26:27 2024,14.997,15.0,15.0,15.002
Thu Feb 15 00:26:42 2024,15.002,15.001,15.001,14.995
Thu Feb 15 00:26:56 2024,15.0,15.0,15.0,15.002
Thu Feb 15 00:27:11 2024,15.0,15.0,15.001,15.009
Thu Feb 15 00:27:26 2024,15.002,15.0,15.0,15.0
Thu Feb 15 00:27:41 2024,15.0,15.0,15.0,14.992
Thu Feb 15 00:27:56 2024,14.997,15.001,15.0,15.003
Thu Feb 15 00:28:11 2024,14.998,15.001,15.0,15.005
Thu Feb 15 00:28:26 2024,15.002,15.0,15.001,14.993
Thu Feb 15 00:28:41 2024,15.006,14.998,15.002,15.002
Thu Feb 15 00:28:56 2024,15.0,14.996,15.0,15.006
Thu Feb 15 00:29:10 2024,14.973,14.995,15.001,14.998
Thu Feb 15 00:29:25 2024,14.997,14.999,15.002,14.995
Thu Feb 15 00:29:40 2024,14.997,15.004,15.002,15.005
Thu Feb 15 00:29:55 2024,15.0,14.998,15.002,15.004
Thu Feb 15 00:30:10 2024,14.998,14.999,15.002,14.991
Thu Feb 15 00:30:25 2024,14.992,15.0,14.998,15.004
Thu Feb 15 00:30:40 2024,15.002,15.003,15.0,15.005
Thu Feb 15 00:30:55 2024,14.988,15.0,15.003,14.991
Thu Feb 15 00:31:10 2024,15.002,15.0,14.999,15.002
Thu Feb 15 00:31:24 2024,14.958,15.0,15.002,15.004
Thu Feb 15 00:31:39 2024,15.003,15.002,15.002,15.003
Thu Feb 15 00:31:54 2024,14.998,14.999,14.999,14.991
Thu Feb 15 00:32:09 2024,15.002,14.999,15.0,15.008
Thu Feb 15 00:32:24 2024,15.0,15.0,14.999,15.003
Thu Feb 15 00:32:39 2024,14.995,15.0,15.0,14.991
Thu Feb 15 00:32:54 2024,15.003,15.001,15.0,15.003
Thu Feb 15 00:33:09 2024,15.012,15.0,15.0,15.005
Thu Feb 15 00:33:24 2024,14.922,15.001,15.001,14.995
Thu Feb 15 00:33:38 2024,15.0,14.999,15.0,14.997
Thu Feb 15 00:33:53 2024,15.0,15.001,15.0,15.006
Thu Feb 15 00:34:08 2024,15.002,15.0,15.0,15.001
Thu Feb 15 00:34:23 2024,14.977,14.999,14.999,14.996
Thu Feb 15 00:34:38 2024,14.998,14.998,14.998,15.005
Thu Feb 15 00:34:53 2024,15.017,15.002,15.001,14.998
Thu Feb 15 00:35:08 2024,15.0,14.998,15.002,14.997
Thu Feb 15 00:35:23 2024,15.016,15.0,15.002,15.005
Thu Feb 15 00:35:38 2024,15.0,15.002,14.997,14.994
Thu Feb 15 00:35:52 2024,15.0,14.999,15.003,15.004
Thu Feb 15 00:36:07 2024,15.019,14.999,14.998,14.991
Thu Feb 15 00:36:22 2024,15.002,15.0,15.0,15.005
Thu Feb 15 00:36:37 2024,14.989,15.002,15.001,14.994
Thu Feb 15 00:36:52 2024,14.998,15.001,14.999,15.005
Thu Feb 15 00:37:07 2024,14.956,15.0,14.998,14.995
Thu Feb 15 00:37:22 2024,15.041,15.001,15.0,15.004
Thu Feb 15 00:37:37 2024,15.002,14.999,14.999,15.0
Thu Feb 15 00:37:52 2024,15.002,14.999,15.0,15.002
Thu Feb 15 00:38:07 2024,14.998,14.999,14.999,14.999
Thu Feb 15 00:38:21 2024,15.0,15.001,15.0,14.992
Thu Feb 15 00:38:36 2024,14.983,15.0,14.999,15.009
Thu Feb 15 00:38:51 2024,14.998,14.998,14.999,14.996
Thu Feb 15 00:39:06 2024,15.005,14.999,14.998,14.997
Thu Feb 15 00:39:21 2024,15.002,15.002,14.998,15.006
Thu Feb 15 00:39:36 2024,15.003,14.998,14.998,15.0
Thu Feb 15 00:39:51 2024,14.997,14.998,15.0,14.992
Thu Feb 15 00:40:06 2024,15.0,14.999,15.002,15.006
Thu Feb 15 00:40:21 2024,14.997,14.999,14.998,15.004
Thu Feb 15 00:40:36 2024,14.995,15.002,14.999,14.994
Thu Feb 15 00:40:51 2024,15.002,15.002,15.0,15.002
Thu Feb 15 00:41:05 2024,15.0,15.0,15.0,15.007
Thu Feb 15 00:41:20 2024,14.988,15.002,14.999,14.998
Thu Feb 15 00:41:35 2024,15.0,15.0,14.999,14.994
Thu Feb 15 00:41:50 2024,14.998,15.0,15.0,15.009
Thu Feb 15 00:42:05 2024,15.003,15.0,14.999,15.0
Thu Feb 15 00:42:20 2024,15.0,15.0,15.0,14.995
Thu Feb 15 00:42:35 2024,15.012,15.001,14.999,15.008
Thu Feb 15 00:42:50 2024,14.972,14.999,15.0,15.0
Thu Feb 15 00:43:05 2024,14.998,15.0,15.0,14.987
Thu Feb 15 00:43:20 2024,14.998,15.0,15.001,15.009
Thu Feb 15 00:43:34 2024,14.997,15.001,15.002,15.002
Thu Feb 15 00:43:49 2024,15.0,15.0,15.001,14.998
Thu Feb 15 00:44:04 2024,14.992,15.001,15.002,15.005
Thu Feb 15 00:44:19 2024,15.0,14.999,15.002,15.0
Thu Feb 15 00:44:34 2024,15.002,14.997,14.999,14.991
Thu Feb 15 00:44:49 2024,14.988,15.001,14.999,15.006
Thu Feb 15 00:45:04 2024,15.002,15.001,14.998,15.002
Thu Feb 15 00:45:19 2024,14.928,15.002,14.999,14.993
Thu Feb 15 00:45:33 2024,15.031,15.003,14.999,15.005
Thu Feb 15 00:45:48 2024,15.0,15.001,14.999,15.005
Thu Feb 15 00:46:03 2024,15.002,14.998,15.0,14.995
Thu Feb 15 00:46:18 2024,15.0,15.0,14.999,14.995
Thu Feb 15 00:46:33 2024,14.998,14.999,14.999,15.008
Thu Feb 15 00:46:48 2024,15.0,15.0,15.0,15.004
Thu Feb 15 00:47:03 2024,15.005,15.0,15.0,14.996
Thu Feb 15 00:47:18 2024,15.0,15.0,15.0,14.996
Thu Feb 15 00:47:33 2024,14.992,15.0,15.0,15.003
Thu Feb 15 00:47:48 2024,14.994,15.0,14.999,15.005
Thu Feb 15 00:48:02 2024,15.002,15.001,15.001,15.005
Thu Feb 15 00:48:17 2024,15.002,15.0,15.0,14.994
Thu Feb 15 00:48:32 2024,15.002,15.0,15.0,14.991
Thu Feb 15 00:48:47 2024,14.995,15.0,15.0,15.002
Thu Feb 15 00:49:02 2024,14.998,15.001,15.001,15.008
Thu Feb 15 00:49:17 2024,15.002,14.996,15.0,15.002
Thu Feb 15 00:49:32 2024,15.003,15.002,15.001,14.994
Thu Feb 15 00:49:47 2024,14.998,14.998,15.001,14.993
Thu Feb 15 00:50:02 2024,15.0,15.0,15.001,15.003
Thu Feb 15 00:50:17 2024,15.002,15.0,15.001,15.007
Thu Feb 15 00:50:31 2024,15.002,15.0,15.001,14.999
Thu Feb 15 00:50:46 2024,14.998,15.0,15.001,14.995
Thu Feb 15 00:51:01 2024,15.0,15.001,15.001,14.995
Thu Feb 15 00:51:16 2024,14.998,15.0,15.001,15.009
Thu Feb 15 00:51:31 2024,14.998,15.0,15.0,14.998
Thu Feb 15 00:51:46 2024,15.002,15.0,15.001,14.993
Thu Feb 15 00:52:01 2024,15.0,15.002,15.001,14.998
Thu Feb 15 00:52:16 2024,14.998,15.0,15.0,15.007
Thu Feb 15 00:52:31 2024,15.0,15.001,15.002,14.995
Thu Feb 15 00:52:46 2024,15.002,15.002,14.999,14.992
Thu Feb 15 00:53:00 2024,14.998,15.001,15.002,15.006
Thu Feb 15 00:53:15 2024,15.0,14.999,14.999,15.002
Thu Feb 15 00:53:30 2024,15.002,14.998,15.0,14.994
Thu Feb 15 00:53:45 2024,15.0,15.003,14.999,14.998
Thu Feb 15 00:54:00 2024,15.003,15.002,15.001,15.011
Thu Feb 15 00:54:15 2024,15.0,15.0,14.999,14.999
Thu Feb 15 00:54:30 2024,15.002,15.003,14.999,14.995
Thu Feb 15 00:54:45 2024,15.0,15.003,15.0,15.004
Thu Feb 15 00:55:00 2024,15.0,15.0,15.001,15.003
Thu Feb 15 00:55:14 2024,14.998,14.999,15.001,14.995
Thu Feb 15 00:55:29 2024,14.997,15.0,15.001,14.995
Thu Feb 15 00:55:44 2024,15.0,14.999,15.002,15.009
Thu Feb 15 00:55:59 2024,14.998,15.0,14.999,14.999
Thu Feb 15 00:56:14 2024,15.003,15.0,15.0,14.992
Thu Feb 15 00:56:29 2024,15.002,15.001,15.001,15.005
Thu Feb 15 00:56:44 2024,15.002,15.0,15.002,15.003
Thu Feb 15 00:56:59 2024,14.997,14.999,14.998,14.997
Thu Feb 15 00:57:14 2024,15.0,15.001,14.999,14.997
Thu Feb 15 00:57:29 2024,14.998,15.0,14.998,15.007
Thu Feb 15 00:57:44 2024,15.0,15.0,15.001,15.001
Thu Feb 15 00:57:59 2024,15.003,15.001,15.001,14.992
Thu Feb 15 00:58:13 2024,15.003,14.998,15.001,15.008
Thu Feb 15 00:58:28 2024,14.998,15.001,15.0,14.999
Thu Feb 15 00:58:43 2024,15.0,15.001,15.0,14.992
Thu Feb 15 00:58:58 2024,15.0,15.001,15.001,15.006
Thu Feb 15 00:59:13 2024,15.0,14.997,15.0,15.002
Thu Feb 15 00:59:28 2024,15.0,15.0,15.002,14.994
Thu Feb 15 00:59:43 2024,14.998,15.0,14.999,15.001
Thu Feb 15 00:59:58 2024,15.002,14.999,15.0,15.006
Thu Feb 15 01:00:13 2024,15.0,15.0,14.999,14.997
Thu Feb 15 01:00:28 2024,15.002,15.003,15.0,14.995
Thu Feb 15 01:00:43 2024,15.0,15.0,15.0,15.009
Thu Feb 15 01:00:58 2024,15.002,14.999,15.002,14.999
Thu Feb 15 01:01:12 2024,14.998,15.0,14.998,14.992
Thu Feb 15 01:01:27 2024,15.002,15.0,14.998,15.007
Thu Feb 15 01:01:42 2024,15.002,15.0,15.0,15.002
Thu Feb 15 01:01:57 2024,14.997,15.0,14.998,14.992
Thu Feb 15 01:02:12 2024,15.002,15.0,14.998,15.005
Thu Feb 15 01:02:27 2024,15.002,15.0,15.0,15.0
Thu Feb 15 01:02:42 2024,15.005,14.999,15.002,14.993
Thu Feb 15 01:02:57 2024,15.003,15.001,14.998,15.005
Thu Feb 15 01:03:12 2024,15.003,15.001,15.001,15.003
Thu Feb 15 01:03:27 2024,15.002,14.998,15.0,14.994
Thu Feb 15 01:03:42 2024,15.002,15.001,15.001,15.0
Thu Feb 15 01:03:57 2024,15.025,15.008,15.006,15.032
Thu Feb 15 01:05:22 2024,15.028,15.03,14.998,14.985
Thu Feb 15 01:05:41 2024,14.975,14.973,15.004,15.015
Thu Feb 15 01:06:01 2024,15.003,14.992,14.997,15.012
Thu Feb 15 01:06:20 2024,15.07,14.971,15.031,14.988
Thu Feb 15 01:06:39 2024,15.022,14.944,15.009,15.011
Thu Feb 15 01:06:58 2024,15.066,14.984,14.998,14.991
Thu Feb 15 01:07:17 2024,14.977,15.007,14.993,14.988
Thu Feb 15 01:07:36 2024,14.967,14.977,15.0,15.01
Thu Feb 15 01:07:55 2024,14.953,14.973,15.0,14.989
Thu Feb 15 01:08:14 2024,15.02,14.988,14.995,15.0
Thu Feb 15 01:08:33 2024,15.034,14.956,14.996,14.995
Thu Feb 15 01:08:52 2024,15.002,14.973,14.996,14.996
Thu Feb 15 01:09:11 2024,15.023,15.005,15.001,14.995
Thu Feb 15 01:09:30 2024,14.998,14.994,14.997,14.977
Thu Feb 15 01:10:55 2024,15.495,15.007,14.994,15.002
Thu Feb 15 01:11:14 2024,15.027,15.009,15.002,15.013
Thu Feb 15 01:11:33 2024,14.991,15.009,14.998,15.005
Thu Feb 15 01:11:52 2024,14.991,15.023,15.0,15.002
Thu Feb 15 01:12:11 2024,15.477,14.963,15.003,15.012
Thu Feb 15 01:12:30 2024,15.027,14.998,15.002,15.01
Thu Feb 15 01:12:49 2024,15.0,14.982,14.999,15.002
Thu Feb 15 01:13:08 2024,14.938,14.945,14.993,14.996
Thu Feb 15 01:13:27 2024,14.916,14.977,15.002,15.016
Thu Feb 15 01:13:47 2024,14.966,15.022,14.996,14.996
Thu Feb 15 01:14:06 2024,15.011,15.01,14.999,15.015
Thu Feb 15 01:14:25 2024,14.988,15.001,14.999,15.0
Thu Feb 15 01:14:44 2024,14.963,15.016,14.998,15.007
Thu Feb 15 01:15:03 2024,15.023,14.905,14.996,15.013
Thu Feb 15 01:16:27 2024,14.934,15.439,14.997,15.008
Thu Feb 15 01:16:42 2024,14.972,14.988,14.994,15.02
Thu Feb 15 01:16:57 2024,14.923,14.998,15.009,15.009
Thu Feb 15 01:17:13 2024,14.847,15.004,14.999,15.004
Thu Feb 15 01:17:28 2024,15.033,15.014,14.997,14.996
Thu Feb 15 01:17:43 2024,15.134,15.017,15.002,14.988
Thu Feb 15 01:17:58 2024,15.0,14.898,14.999,14.984
Thu Feb 15 01:18:13 2024,14.989,15.058,14.998,14.988
Thu Feb 15 01:18:28 2024,14.977,14.998,14.996,14.998
Thu Feb 15 01:18:43 2024,14.886,15.009,14.998,15.007
Thu Feb 15 01:19:06 2024,15.028,15.007,15.001,14.998
Thu Feb 15 01:19:25 2024,14.998,14.998,14.993,15.005
Thu Feb 15 01:19:44 2024,15.028,14.995,14.995,15.009
Thu Feb 15 01:20:03 2024,14.986,14.974,15.004,15.005
Thu Feb 15 01:20:22 2024,15.006,14.99,14.995,14.993
Thu Feb 15 01:20:41 2024,14.83,15.038,15.002,14.995
Thu Feb 15 01:21:00 2024,14.973,15.031,14.999,14.995
Thu Feb 15 01:21:19 2024,14.978,15.028,14.994,15.005
Thu Feb 15 01:21:37 2024,15.038,14.73,15.004,14.999
Thu Feb 15 01:21:56 2024,14.977,14.997,15.001,15.016
Thu Feb 15 01:23:22 2024,15.047,14.834,14.999,14.991
Thu Feb 15 01:23:41 2024,15.055,14.992,14.998,15.0
Thu Feb 15 01:24:00 2024,14.991,15.008,14.991,15.005
Thu Feb 15 01:24:19 2024,15.006,15.008,15.002,14.996
