Time,2,3,4,5,6
Tue Jan 30 08:01:16 2024,14.954,14.993,14.998,14.992,15.006
Tue Jan 30 08:01:34 2024,15.3,14.985,15.003,14.997,15.015
Tue Jan 30 08:03:00 2024,15.012,14.997,14.966,14.995,15.001
Tue Jan 30 08:03:15 2024,14.966,15.046,14.973,14.98,14.991
Tue Jan 30 08:03:29 2024,14.969,15.005,15.013,15.0,15.02
Tue Jan 30 08:03:44 2024,14.991,15.011,14.963,14.998,14.995
Tue Jan 30 08:03:59 2024,14.988,15.001,15.032,15.004,14.98
Tue Jan 30 08:04:14 2024,14.917,15.002,14.999,14.998,15.022
Tue Jan 30 08:04:29 2024,14.994,14.98,15.016,15.0,14.994
Tue Jan 30 08:04:44 2024,14.98,14.996,15.003,15.004,15.002
Tue Jan 30 08:04:59 2024,14.978,14.991,15.031,14.996,15.005
Tue Jan 30 08:05:14 2024,14.912,15.0,15.025,15.002,14.991
Tue Jan 30 08:05:29 2024,14.955,14.976,15.02,15.005,15.019
Tue Jan 30 08:05:45 2024,15.004,14.998,15.026,15.021,15.009
Tue Jan 30 08:06:04 2024,15.041,14.992,14.977,14.992,15.002
Tue Jan 30 08:06:22 2024,14.93,15.011,14.988,15.008,14.993
Tue Jan 30 08:06:41 2024,14.973,14.991,15.005,14.997,14.988
Tue Jan 30 08:07:00 2024,14.777,15.078,14.986,14.985,14.992
Tue Jan 30 08:07:19 2024,15.016,14.998,15.002,14.995,15.019
Tue Jan 30 08:07:38 2024,14.993,15.011,14.994,15.002,14.996
Tue Jan 30 08:07:57 2024,14.994,14.985,15.023,15.004,14.997
Tue Jan 30 08:08:16 2024,14.848,14.989,14.994,15.006,14.982
Tue Jan 30 08:08:34 2024,14.738,14.99,15.002,15.005,14.99
Tue Jan 30 08:09:59 2024,14.965,15.015,14.977,14.989,14.991
Tue Jan 30 08:10:18 2024,15.389,15.005,15.02,14.983,14.985
Tue Jan 30 08:10:38 2024,15.016,14.988,14.991,15.002,15.019
Tue Jan 30 08:10:57 2024,14.953,15.009,15.045,15.006,14.999
Tue Jan 30 08:11:16 2024,14.924,15.005,14.998,14.996,14.992
Tue Jan 30 08:11:35 2024,14.927,15.0,15.027,15.009,14.981
Tue Jan 30 08:11:53 2024,14.994,14.992,15.001,14.996,14.997
Tue Jan 30 08:12:12 2024,15.012,14.998,15.006,14.995,15.029
Tue Jan 30 08:12:31 2024,15.059,14.991,14.972,15.005,14.992
Tue Jan 30 08:12:51 2024,15.009,14.984,14.977,14.996,15.0
Tue Jan 30 08:13:11 2024,15.004,15.014,15.005,15.009,14.97
Tue Jan 30 08:13:29 2024,14.963,15.017,14.981,14.996,15.009
Tue Jan 30 08:13:48 2024,15.004,15.004,15.016,15.01,15.001
Tue Jan 30 08:14:07 2024,14.998,14.991,15.016,14.991,14.982
Tue Jan 30 08:15:32 2024,15.009,14.979,14.999,14.995,14.999
Tue Jan 30 08:15:51 2024,15.026,14.974,14.977,15.005,15.02
Tue Jan 30 08:16:10 2024,15.018,15.004,14.995,15.002,14.978
Tue Jan 30 08:16:29 2024,14.983,14.995,15.0,15.007,15.007
Tue Jan 30 08:16:48 2024,14.937,15.002,14.986,15.006,15.015
Tue Jan 30 08:17:08 2024,14.991,14.958,15.03,15.005,15.014
Tue Jan 30 08:17:27 2024,15.173,14.989,15.006,14.984,14.981
Tue Jan 30 08:17:46 2024,14.966,14.998,15.007,15.001,14.998
Tue Jan 30 08:18:05 2024,15.002,15.011,14.999,15.002,14.991
Tue Jan 30 08:18:24 2024,14.97,15.163,15.002,14.972,14.987
Tue Jan 30 08:18:43 2024,15.048,15.006,15.037,15.009,15.005
Tue Jan 30 08:19:02 2024,14.921,14.997,14.966,14.992,15.002
Tue Jan 30 08:19:21 2024,14.924,15.004,15.015,15.02,15.015
Tue Jan 30 08:19:40 2024,15.009,14.993,14.986,15.011,14.992
Tue Jan 30 08:21:05 2024,14.981,14.975,15.0,14.978,15.009
Tue Jan 30 08:21:20 2024,14.722,15.006,15.005,14.999,15.004
Tue Jan 30 08:21:35 2024,14.855,15.001,14.99,15.005,15.016
Tue Jan 30 08:21:50 2024,14.945,15.018,14.963,15.003,14.972
Tue Jan 30 08:22:05 2024,14.997,15.012,15.02,15.008,15.005
Tue Jan 30 08:22:21 2024,14.927,15.003,14.984,15.003,14.991
Tue Jan 30 08:22:40 2024,15.064,15.006,14.997,15.005,15.006
Tue Jan 30 08:22:59 2024,15.112,15.001,15.016,14.983,15.003
Tue Jan 30 08:23:18 2024,14.964,14.969,15.019,14.999,14.998
Tue Jan 30 08:23:37 2024,14.883,14.996,15.012,15.0,15.0
Tue Jan 30 08:23:56 2024,14.993,15.005,15.004,15.002,14.991
Tue Jan 30 08:24:15 2024,14.849,15.009,15.013,15.02,15.018
Tue Jan 30 08:24:34 2024,15.027,14.976,15.002,14.977,14.995
Tue Jan 30 08:24:52 2024,14.985,14.998,14.959,14.998,14.991
Tue Jan 30 08:25:11 2024,14.891,15.015,14.979,15.018,15.013
Tue Jan 30 08:26:37 2024,14.953,15.014,14.996,14.988,15.013
Tue Jan 30 08:26:56 2024,15.002,14.97,14.998,15.009,14.992
Tue Jan 30 08:27:15 2024,14.941,14.987,14.991,15.027,14.99
Tue Jan 30 08:27:34 2024,14.842,15.005,14.99,15.002,15.016
Tue Jan 30 08:27:53 2024,14.967,15.002,15.006,14.992,14.99
Tue Jan 30 08:28:12 2024,15.087,15.005,15.006,15.009,15.012
Tue Jan 30 08:28:31 2024,15.003,15.005,15.0,15.012,15.004
Tue Jan 30 08:28:50 2024,15.038,14.994,15.007,14.98,14.984
Tue Jan 30 08:29:09 2024,14.724,14.991,15.001,14.999,15.01
Tue Jan 30 08:29:28 2024,14.974,15.01,14.982,15.008,15.03
Tue Jan 30 08:29:47 2024,15.052,14.99,15.004,14.977,15.01
Tue Jan 30 08:30:06 2024,14.96,14.978,15.006,15.014,14.997
Tue Jan 30 08:30:25 2024,14.991,14.975,14.992,15.012,15.007
Tue Jan 30 08:30:44 2024,14.98,15.012,14.997,15.013,14.995
Tue Jan 30 08:32:09 2024,15.055,14.994,15.012,14.998,14.997
Tue Jan 30 08:32:28 2024,14.988,14.984,14.997,14.981,14.998
Tue Jan 30 08:32:47 2024,15.009,15.013,14.991,15.009,15.006
Tue Jan 30 08:33:06 2024,15.003,14.991,14.991,15.002,15.002
Tue Jan 30 08:33:25 2024,15.022,14.991,14.973,14.999,14.999
Tue Jan 30 08:33:44 2024,14.982,14.998,14.998,14.97,15.006
Tue Jan 30 08:34:03 2024,14.993,14.995,15.012,15.02,15.009
Tue Jan 30 08:34:22 2024,14.962,14.992,14.978,14.998,15.009
Tue Jan 30 08:34:41 2024,14.978,15.002,14.997,15.002,14.999
Tue Jan 30 08:35:00 2024,15.04,14.991,14.988,14.995,14.993
Tue Jan 30 08:35:19 2024,14.891,15.061,14.998,15.002,15.009
Tue Jan 30 08:35:38 2024,14.942,14.992,14.999,14.998,14.987
Tue Jan 30 08:35:57 2024,14.995,14.98,14.993,14.967,15.004
Tue Jan 30 08:36:15 2024,14.855,15.002,14.998,15.007,15.009
Tue Jan 30 08:37:40 2024,14.986,14.998,15.006,15.008,14.981
Tue Jan 30 08:37:55 2024,15.009,14.992,15.009,14.987,15.009
Tue Jan 30 08:38:10 2024,15.012,15.002,14.993,14.984,15.001
Tue Jan 30 08:38:25 2024,14.987,15.009,14.992,14.987,14.988
Tue Jan 30 08:38:40 2024,15.022,15.007,14.987,15.016,15.017
Tue Jan 30 08:38:56 2024,14.914,15.004,15.013,15.007,15.017
Tue Jan 30 08:39:14 2024,15.006,14.981,14.994,15.013,14.989
Tue Jan 30 08:39:34 2024,15.018,15.002,15.013,15.006,14.994
Tue Jan 30 08:39:53 2024,14.986,14.995,14.99,14.97,14.982
Tue Jan 30 08:40:12 2024,15.033,15.001,14.998,14.998,14.985
Tue Jan 30 08:40:31 2024,15.087,15.004,14.992,15.008,15.007
Tue Jan 30 08:40:50 2024,14.977,14.998,14.994,14.988,15.002
Tue Jan 30 08:41:09 2024,14.924,14.999,15.017,15.006,14.991
Tue Jan 30 08:41:28 2024,14.981,15.003,14.982,15.019,15.003
Tue Jan 30 08:41:46 2024,15.027,14.987,15.009,15.0,15.003
Tue Jan 30 08:43:12 2024,15.013,15.002,14.998,15.009,14.991
Tue Jan 30 08:43:31 2024,15.004,14.998,15.03,14.966,15.0
Tue Jan 30 08:43:50 2024,15.032,14.993,14.981,15.001,15.012
Tue Jan 30 08:44:09 2024,15.002,14.998,14.991,15.01,15.023
Tue Jan 30 08:44:28 2024,15.001,14.999,14.982,15.017,14.987
Tue Jan 30 08:44:47 2024,14.852,15.002,15.024,14.973,14.993
Tue Jan 30 08:45:06 2024,14.647,14.986,15.02,15.013,15.002
Tue Jan 30 08:45:25 2024,14.749,15.003,14.997,15.022,14.998
Tue Jan 30 08:45:44 2024,14.878,14.998,14.99,15.005,14.995
Tue Jan 30 08:46:03 2024,14.915,14.998,15.01,15.004,15.014
Tue Jan 30 08:46:22 2024,14.988,14.997,15.002,15.014,15.003
Tue Jan 30 08:46:41 2024,14.877,15.0,14.98,15.008,14.986
Tue Jan 30 08:47:00 2024,15.02,15.0,14.989,14.955,15.008
Tue Jan 30 08:47:19 2024,14.984,14.999,15.027,15.009,14.988
Tue Jan 30 08:48:44 2024,15.055,14.991,14.992,14.982,14.985
Tue Jan 30 08:49:03 2024,14.956,15.001,15.02,15.008,15.01
Tue Jan 30 08:49:22 2024,14.991,15.0,15.01,15.027,15.015
Tue Jan 30 08:49:41 2024,14.98,14.999,14.985,14.98,14.988
Tue Jan 30 08:50:00 2024,14.954,14.992,14.993,14.998,14.972
Tue Jan 30 08:50:19 2024,14.955,15.002,15.004,15.005,15.008
Tue Jan 30 08:50:38 2024,15.139,15.002,15.009,14.998,14.979
Tue Jan 30 08:50:57 2024,15.012,14.997,15.009,14.982,14.987
Tue Jan 30 08:51:16 2024,15.063,14.998,14.98,14.998,15.012
Tue Jan 30 08:51:35 2024,14.973,15.0,14.984,15.013,15.025
Tue Jan 30 08:51:54 2024,14.98,15.004,14.995,15.002,14.989
Tue Jan 30 08:52:13 2024,14.866,15.005,14.995,15.002,14.995
Tue Jan 30 08:52:32 2024,14.83,14.998,14.995,15.0,15.009
Tue Jan 30 08:52:51 2024,14.97,14.997,15.0,15.02,14.992
Tue Jan 30 08:54:16 2024,15.057,15.001,14.982,15.002,14.995
Tue Jan 30 08:54:31 2024,14.959,14.999,14.995,14.998,15.023
Tue Jan 30 08:54:46 2024,14.963,14.999,14.984,15.002,14.978
Tue Jan 30 08:55:01 2024,14.982,14.998,14.995,14.988,14.993
Tue Jan 30 08:55:16 2024,15.017,14.991,15.011,14.97,15.012
Tue Jan 30 08:55:31 2024,14.965,15.0,14.99,15.005,15.014
Tue Jan 30 08:55:50 2024,15.001,14.995,14.966,14.984,14.976
Tue Jan 30 08:56:09 2024,15.08,15.002,15.012,14.995,14.986
Tue Jan 30 08:56:28 2024,14.999,14.993,15.002,14.995,15.006
Tue Jan 30 08:56:47 2024,14.994,15.006,15.005,15.006,14.998
Tue Jan 30 08:57:06 2024,14.991,14.986,15.031,15.022,15.025
Tue Jan 30 08:57:25 2024,14.845,15.006,14.982,15.013,15.0
Tue Jan 30 08:57:44 2024,14.984,15.004,14.989,14.998,14.988
Tue Jan 30 08:58:03 2024,14.989,14.99,14.985,14.98,14.984
Tue Jan 30 08:58:22 2024,14.984,14.997,14.991,14.995,15.009
Tue Jan 30 08:59:47 2024,15.01,14.998,14.996,15.005,15.002
Tue Jan 30 09:00:06 2024,14.994,14.983,15.005,15.012,15.012
Tue Jan 30 09:00:25 2024,15.788,15.0,15.006,15.007,15.006
Tue Jan 30 09:00:45 2024,15.067,15.004,15.002,14.998,15.005
Tue Jan 30 09:01:04 2024,14.969,15.023,14.996,14.98,14.968
Tue Jan 30 09:01:23 2024,14.972,15.011,14.997,14.988,15.016
Tue Jan 30 09:01:42 2024,14.954,14.999,14.996,15.005,15.01
Tue Jan 30 09:02:01 2024,14.986,14.995,15.011,15.002,14.994
Tue Jan 30 09:02:20 2024,15.031,15.0,14.994,14.998,14.99
Tue Jan 30 09:02:39 2024,14.998,15.005,15.009,15.016,14.99
Tue Jan 30 09:02:58 2024,14.983,14.999,15.002,15.005,14.983
Tue Jan 30 09:03:17 2024,15.065,14.991,14.994,14.998,14.99
Tue Jan 30 09:03:36 2024,14.963,14.972,15.002,15.008,14.988
Tue Jan 30 09:03:55 2024,14.994,15.009,14.984,14.994,15.014
Tue Jan 30 09:05:20 2024,15.058,14.977,15.0,15.0,15.002
Tue Jan 30 09:05:39 2024,14.976,14.998,15.01,15.01,15.003
Tue Jan 30 09:05:58 2024,14.988,15.006,15.002,15.002,14.991
Tue Jan 30 09:06:17 2024,14.679,15.099,14.988,14.993,14.987
Tue Jan 30 09:06:36 2024,15.427,15.002,15.013,15.006,14.984
Tue Jan 30 09:06:55 2024,15.043,15.005,14.993,14.998,14.98
Tue Jan 30 09:07:14 2024,14.974,14.99,15.026,14.999,14.992
Tue Jan 30 09:07:33 2024,14.786,14.988,15.005,15.012,14.998
Tue Jan 30 09:07:52 2024,15.009,14.99,14.996,14.99,14.979
Tue Jan 30 09:08:12 2024,14.987,15.003,15.024,15.002,15.009
Tue Jan 30 09:08:31 2024,15.078,14.987,15.018,15.005,15.002
Tue Jan 30 09:08:50 2024,14.99,14.938,15.019,15.008,14.991
Tue Jan 30 09:09:09 2024,14.874,14.988,15.016,14.992,15.013
Tue Jan 30 09:09:28 2024,15.005,14.995,14.991,14.985,14.99
Tue Jan 30 09:10:52 2024,14.894,15.005,15.023,15.01,14.987
Tue Jan 30 09:11:07 2024,15.059,14.985,14.997,14.992,14.983
Tue Jan 30 09:11:22 2024,14.995,15.005,14.989,15.004,14.994
Tue Jan 30 09:11:37 2024,15.004,15.001,15.0,15.009,15.034
Tue Jan 30 09:11:52 2024,15.012,15.0,15.005,15.009,15.02
Tue Jan 30 09:12:08 2024,14.985,15.014,14.993,14.973,15.023
Tue Jan 30 09:12:27 2024,14.82,14.977,14.983,14.994,15.007
Tue Jan 30 09:12:46 2024,15.996,14.996,14.999,15.004,14.994
Tue Jan 30 09:13:05 2024,14.997,14.998,14.986,15.003,14.989
Tue Jan 30 09:13:24 2024,15.013,14.99,15.002,15.003,14.994
Tue Jan 30 09:13:43 2024,15.53,15.012,15.005,15.005,15.007
Tue Jan 30 09:14:02 2024,15.118,14.986,15.006,14.997,14.997
Tue Jan 30 09:14:21 2024,15.261,14.969,15.008,15.001,14.984
Tue Jan 30 09:14:40 2024,15.052,15.065,14.98,14.998,15.009
Tue Jan 30 09:14:59 2024,15.02,15.0,15.01,15.004,14.996
Tue Jan 30 09:16:24 2024,14.993,14.984,15.022,14.996,15.013
Tue Jan 30 09:16:43 2024,14.977,15.003,15.009,15.001,15.012
Tue Jan 30 09:17:02 2024,14.972,15.004,15.017,14.998,15.021
Tue Jan 30 09:17:21 2024,15.054,14.976,15.019,15.004,15.007
Tue Jan 30 09:17:40 2024,15.016,15.009,14.995,15.002,14.991
Tue Jan 30 09:17:59 2024,14.949,14.979,14.984,14.997,14.987
Tue Jan 30 09:18:18 2024,15.095,14.992,14.983,15.007,14.991
Tue Jan 30 09:18:37 2024,14.968,14.989,15.006,14.992,15.007
Tue Jan 30 09:18:56 2024,14.979,15.003,14.99,15.001,15.009
Tue Jan 30 09:19:16 2024,15.009,14.973,15.021,15.001,15.027
Tue Jan 30 09:19:35 2024,14.895,14.98,14.988,15.0,15.005
Tue Jan 30 09:19:54 2024,15.055,14.99,15.005,15.005,14.991
Tue Jan 30 09:20:13 2024,14.923,14.987,14.994,14.997,14.991
Tue Jan 30 09:20:31 2024,14.924,14.997,15.0,15.007,15.019
Tue Jan 30 09:21:56 2024,14.962,15.011,15.012,14.991,14.995
Tue Jan 30 09:22:15 2024,14.966,14.992,14.966,15.0,15.012
Tue Jan 30 09:22:35 2024,14.988,14.999,14.998,14.998,14.991
Tue Jan 30 09:22:54 2024,14.954,14.99,14.992,14.998,15.003
Tue Jan 30 09:23:13 2024,14.849,14.996,14.997,15.004,15.007
Tue Jan 30 09:23:32 2024,15.035,15.005,14.983,14.999,15.01
Tue Jan 30 09:23:51 2024,14.815,14.988,14.999,14.998,15.022
Tue Jan 30 09:24:10 2024,15.005,14.989,15.017,14.997,14.984
Tue Jan 30 09:24:29 2024,15.006,14.983,14.994,15.005,14.991
Tue Jan 30 09:24:49 2024,14.966,15.005,15.016,14.996,14.989
Tue Jan 30 09:25:07 2024,15.209,15.001,15.005,15.004,14.998
Tue Jan 30 09:25:26 2024,14.981,14.991,15.003,14.995,15.009
Tue Jan 30 09:25:45 2024,14.995,14.991,15.005,15.007,14.995
Tue Jan 30 09:26:04 2024,14.96,15.005,14.97,14.997,14.988
Tue Jan 30 09:27:29 2024,15.098,14.996,14.988,15.005,15.005
Tue Jan 30 09:27:44 2024,14.993,14.989,14.984,14.996,15.025
Tue Jan 30 09:27:59 2024,14.967,14.98,15.022,14.985,14.998
Tue Jan 30 09:28:14 2024,15.08,14.983,15.012,14.989,15.005
Tue Jan 30 09:28:29 2024,15.038,14.995,14.99,15.004,15.026
Tue Jan 30 09:28:44 2024,14.965,15.057,15.123,15.038,14.998
Tue Jan 30 09:28:59 2024,14.991,15.0,15.019,15.009,15.008
Tue Jan 30 09:29:14 2024,15.008,14.995,15.006,15.01,15.007
Tue Jan 30 09:29:29 2024,15.01,14.978,14.988,15.001,14.997
Tue Jan 30 09:29:44 2024,15.1,14.989,15.026,14.997,14.998
Tue Jan 30 09:29:59 2024,14.996,15.005,15.004,15.002,15.005
Tue Jan 30 09:30:14 2024,14.998,14.996,15.002,15.007,14.998
Tue Jan 30 09:30:29 2024,15.0,15.0,14.998,14.991,14.998
Tue Jan 30 09:30:44 2024,15.012,15.005,15.002,15.003,15.0
Tue Jan 30 09:30:59 2024,14.998,15.002,15.001,14.997,14.998
Tue Jan 30 09:31:14 2024,14.989,15.003,14.999,14.998,14.995
Tue Jan 30 09:31:28 2024,15.032,14.999,15.001,15.003,15.002
Tue Jan 30 09:31:43 2024,15.0,14.996,15.002,15.002,15.002
Tue Jan 30 09:31:58 2024,15.001,15.002,15.001,14.999,14.991
Tue Jan 30 09:32:13 2024,15.038,14.997,15.007,15.003,14.995
Tue Jan 30 09:32:28 2024,14.999,15.003,15.001,14.997,14.996
Tue Jan 30 09:32:43 2024,15.0,15.001,15.004,15.005,14.996
Tue Jan 30 09:32:58 2024,14.998,15.002,15.001,14.997,14.993
Tue Jan 30 09:33:13 2024,15.0,14.998,15.0,14.999,14.999
Tue Jan 30 09:33:27 2024,14.998,14.998,15.003,15.004,15.002
Tue Jan 30 09:33:47 2024,15.003,14.985,15.002,15.0,15.023
